"No.","Time","Source","Destination","Protocol","Length","Info"
"78","2.180668","206.123.152.51","10.3.10.101","TCP","944","3980  >  50508 [PSH, ACK] Seq=51605 Ack=28 Win=64240 Len=890"
"79","2.180788","10.3.10.101","206.123.152.51","TCP","54","50508  >  3980 [ACK] Seq=28 Ack=52495 Win=65535 Len=0"
"80","2.182158","206.123.152.51","10.3.10.101","TCP","1514","3980  >  50508 [ACK] Seq=52495 Ack=28 Win=64240 Len=1460"
"81","2.182166","206.123.152.51","10.3.10.101","TCP","1514","3980  >  50508 [ACK] Seq=53955 Ack=28 Win=64240 Len=1460"
"82","2.182171","206.123.152.51","10.3.10.101","TCP","1514","3980  >  50508 [ACK] Seq=55415 Ack=28 Win=64240 Len=1460"
"83","2.182175","206.123.152.51","10.3.10.101","TCP","1514","3980  >  50508 [ACK] Seq=56875 Ack=28 Win=64240 Len=1460"
"84","2.182180","206.123.152.51","10.3.10.101","TCP","1514","3980  >  50508 [ACK] Seq=58335 Ack=28 Win=64240 Len=1460"
"85","2.182184","206.123.152.51","10.3.10.101","TCP","1514","3980  >  50508 [ACK] Seq=59795 Ack=28 Win=64240 Len=1460"
"86","2.182188","206.123.152.51","10.3.10.101","TCP","1514","3980  >  50508 [ACK] Seq=61255 Ack=28 Win=64240 Len=1460"
"87","2.182193","206.123.152.51","10.3.10.101","TCP","1514","3980  >  50508 [ACK] Seq=62715 Ack=28 Win=64240 Len=1460"
"88","2.182198","206.123.152.51","10.3.10.101","TCP","1514","3980  >  50508 [ACK] Seq=64175 Ack=28 Win=64240 Len=1460"
"89","2.182202","206.123.152.51","10.3.10.101","TCP","374","3980  >  50508 [PSH, ACK] Seq=65635 Ack=28 Win=64240 Len=320"
"90","2.182317","10.3.10.101","206.123.152.51","TCP","54","50508  >  3980 [ACK] Seq=28 Ack=65955 Win=65535 Len=0"
"91","2.185658","206.123.152.51","10.3.10.101","TCP","1514","3980  >  50508 [ACK] Seq=65955 Ack=28 Win=64240 Len=1460"
"92","2.185664","206.123.152.51","10.3.10.101","TCP","1286","3980  >  50508 [PSH, ACK] Seq=67415 Ack=28 Win=64240 Len=1232"
"93","2.185761","10.3.10.101","206.123.152.51","TCP","54","50508  >  3980 [ACK] Seq=28 Ack=68647 Win=65535 Len=0"
"94","2.186748","206.123.152.51","10.3.10.101","TCP","1400","3980  >  50508 [PSH, ACK] Seq=68647 Ack=28 Win=64240 Len=1346"
"95","2.186875","10.3.10.101","206.123.152.51","TCP","54","50508  >  3980 [ACK] Seq=28 Ack=69993 Win=64189 Len=0"
"96","2.285620","206.123.152.51","10.3.10.101","TCP","1514","3980  >  50508 [ACK] Seq=69993 Ack=28 Win=64240 Len=1460"
"97","2.285661","206.123.152.51","10.3.10.101","TCP","1514","3980  >  50508 [ACK] Seq=71453 Ack=28 Win=64240 Len=1460"
"98","2.285675","206.123.152.51","10.3.10.101","TCP","1172","3980  >  50508 [PSH, ACK] Seq=72913 Ack=28 Win=64240 Len=1118"
"99","2.285715","206.123.152.51","10.3.10.101","TCP","1514","3980  >  50508 [ACK] Seq=74031 Ack=28 Win=64240 Len=1460"
"100","2.285720","206.123.152.51","10.3.10.101","TCP","1514","3980  >  50508 [ACK] Seq=75491 Ack=28 Win=64240 Len=1460"
"101","2.285725","206.123.152.51","10.3.10.101","TCP","1172","3980  >  50508 [PSH, ACK] Seq=76951 Ack=28 Win=64240 Len=1118"
"102","2.285921","10.3.10.101","206.123.152.51","TCP","54","50508  >  3980 [ACK] Seq=28 Ack=78069 Win=65535 Len=0"
"103","2.306266","178.237.33.50","10.3.10.101","TCP","54","80  >  50509 [FIN, PSH, ACK] Seq=1170 Ack=72 Win=64240 Len=0"
"104","2.306465","10.3.10.101","178.237.33.50","TCP","54","50509  >  80 [ACK] Seq=72 Ack=1171 Win=65535 Len=0"
"105","2.411717","206.123.152.51","10.3.10.101","TCP","1400","3980  >  50508 [PSH, ACK] Seq=78069 Ack=28 Win=64240 Len=1346"
"106","2.415929","206.123.152.51","10.3.10.101","TCP","1514","3980  >  50508 [ACK] Seq=79415 Ack=28 Win=64240 Len=1460"
"107","2.415943","206.123.152.51","10.3.10.101","TCP","1286","3980  >  50508 [PSH, ACK] Seq=80875 Ack=28 Win=64240 Len=1232"
"108","2.416222","10.3.10.101","206.123.152.51","TCP","54","50508  >  3980 [ACK] Seq=28 Ack=82107 Win=65535 Len=0"
"109","2.420787","206.123.152.51","10.3.10.101","TCP","1400","3980  >  50508 [PSH, ACK] Seq=82107 Ack=28 Win=64240 Len=1346"
"110","2.420939","10.3.10.101","206.123.152.51","TCP","54","50508  >  3980 [ACK] Seq=28 Ack=83453 Win=64189 Len=0"
"111","2.435849","206.123.152.51","10.3.10.101","TCP","1514","3980  >  50508 [ACK] Seq=83453 Ack=28 Win=64240 Len=1460"
"112","2.435858","206.123.152.51","10.3.10.101","TCP","1514","3980  >  50508 [ACK] Seq=84913 Ack=28 Win=64240 Len=1460"
"113","2.435864","206.123.152.51","10.3.10.101","TCP","1172","3980  >  50508 [PSH, ACK] Seq=86373 Ack=28 Win=64240 Len=1118"
"114","2.435999","10.3.10.101","206.123.152.51","TCP","54","50508  >  3980 [ACK] Seq=28 Ack=87491 Win=65535 Len=0"
"115","2.436250","206.123.152.51","10.3.10.101","TCP","1514","3980  >  50508 [ACK] Seq=87491 Ack=28 Win=64240 Len=1460"
"116","2.436256","206.123.152.51","10.3.10.101","TCP","1514","3980  >  50508 [ACK] Seq=88951 Ack=28 Win=64240 Len=1460"
"117","2.436263","206.123.152.51","10.3.10.101","TCP","1514","3980  >  50508 [ACK] Seq=90411 Ack=28 Win=64240 Len=1460"
"118","2.436268","206.123.152.51","10.3.10.101","TCP","1514","3980  >  50508 [ACK] Seq=91871 Ack=28 Win=64240 Len=1460"
"119","2.436273","206.123.152.51","10.3.10.101","TCP","1514","3980  >  50508 [ACK] Seq=93331 Ack=28 Win=64240 Len=1460"
"120","2.436287","206.123.152.51","10.3.10.101","TCP","1514","3980  >  50508 [ACK] Seq=94791 Ack=28 Win=64240 Len=1460"
"121","2.436306","206.123.152.51","10.3.10.101","TCP","1514","3980  >  50508 [ACK] Seq=96251 Ack=28 Win=64240 Len=1460"
"122","2.436315","206.123.152.51","10.3.10.101","TCP","1514","3980  >  50508 [ACK] Seq=97711 Ack=28 Win=64240 Len=1460"
"123","2.436320","206.123.152.51","10.3.10.101","TCP","1514","3980  >  50508 [ACK] Seq=99171 Ack=28 Win=64240 Len=1460"
"124","2.436326","206.123.152.51","10.3.10.101","TCP","1514","3980  >  50508 [ACK] Seq=100631 Ack=28 Win=64240 Len=1460"
"125","2.436331","206.123.152.51","10.3.10.101","TCP","260","3980  >  50508 [PSH, ACK] Seq=102091 Ack=28 Win=64240 Len=206"
"126","2.436347","10.3.10.101","206.123.152.51","TCP","54","50508  >  3980 [ACK] Seq=28 Ack=94791 Win=65535 Len=0"
"127","2.436460","10.3.10.101","206.123.152.51","TCP","54","50508  >  3980 [ACK] Seq=28 Ack=102297 Win=65535 Len=0"
"128","2.437106","206.123.152.51","10.3.10.101","TCP","1514","3980  >  50508 [ACK] Seq=102297 Ack=28 Win=64240 Len=1460"
"129","2.437114","206.123.152.51","10.3.10.101","TCP","1514","3980  >  50508 [ACK] Seq=103757 Ack=28 Win=64240 Len=1460"
"130","2.437120","206.123.152.51","10.3.10.101","TCP","1172","3980  >  50508 [PSH, ACK] Seq=105217 Ack=28 Win=64240 Len=1118"
"131","2.437223","10.3.10.101","206.123.152.51","TCP","54","50508  >  3980 [ACK] Seq=28 Ack=106335 Win=65535 Len=0"
"132","2.437342","206.123.152.51","10.3.10.101","TCP","1514","3980  >  50508 [ACK] Seq=106335 Ack=28 Win=64240 Len=1460"
"133","2.437348","206.123.152.51","10.3.10.101","TCP","1514","3980  >  50508 [ACK] Seq=107795 Ack=28 Win=64240 Len=1460"
"134","2.437353","206.123.152.51","10.3.10.101","TCP","1514","3980  >  50508 [ACK] Seq=109255 Ack=28 Win=64240 Len=1460"
"135","2.437358","206.123.152.51","10.3.10.101","TCP","1514","3980  >  50508 [ACK] Seq=110715 Ack=28 Win=64240 Len=1460"
"136","2.437364","206.123.152.51","10.3.10.101","TCP","1514","3980  >  50508 [ACK] Seq=112175 Ack=28 Win=64240 Len=1460"
"137","2.437368","206.123.152.51","10.3.10.101","TCP","830","3980  >  50508 [PSH, ACK] Seq=113635 Ack=28 Win=64240 Len=776"
"138","2.437387","206.123.152.51","10.3.10.101","TCP","1514","3980  >  50508 [ACK] Seq=114411 Ack=28 Win=64240 Len=1460"
"139","2.437392","206.123.152.51","10.3.10.101","TCP","1514","3980  >  50508 [ACK] Seq=115871 Ack=28 Win=64240 Len=1460"
"140","2.437397","206.123.152.51","10.3.10.101","TCP","1172","3980  >  50508 [PSH, ACK] Seq=117331 Ack=28 Win=64240 Len=1118"
"141","2.437520","10.3.10.101","206.123.152.51","TCP","54","50508  >  3980 [ACK] Seq=28 Ack=118449 Win=65535 Len=0"
"142","2.438328","206.123.152.51","10.3.10.101","TCP","1514","3980  >  50508 [ACK] Seq=118449 Ack=28 Win=64240 Len=1460"
"143","2.438335","206.123.152.51","10.3.10.101","TCP","1514","3980  >  50508 [ACK] Seq=119909 Ack=28 Win=64240 Len=1460"
"144","2.438340","206.123.152.51","10.3.10.101","TCP","1514","3980  >  50508 [ACK] Seq=121369 Ack=28 Win=64240 Len=1460"
"145","2.438346","206.123.152.51","10.3.10.101","TCP","1514","3980  >  50508 [ACK] Seq=122829 Ack=28 Win=64240 Len=1460"
"146","2.438352","206.123.152.51","10.3.10.101","TCP","1514","3980  >  50508 [ACK] Seq=124289 Ack=28 Win=64240 Len=1460"
"147","2.438356","206.123.152.51","10.3.10.101","TCP","1514","3980  >  50508 [ACK] Seq=125749 Ack=28 Win=64240 Len=1460"
"148","2.438361","206.123.152.51","10.3.10.101","TCP","716","3980  >  50508 [PSH, ACK] Seq=127209 Ack=28 Win=64240 Len=662"
"149","2.438479","10.3.10.101","206.123.152.51","TCP","54","50508  >  3980 [ACK] Seq=28 Ack=127871 Win=65535 Len=0"
"150","2.530255","206.123.152.51","10.3.10.101","TCP","1400","3980  >  50508 [PSH, ACK] Seq=127871 Ack=28 Win=64240 Len=1346"
"151","2.531469","206.123.152.51","10.3.10.101","TCP","1514","3980  >  50508 [ACK] Seq=129217 Ack=28 Win=64240 Len=1460"
"152","2.531475","206.123.152.51","10.3.10.101","TCP","1514","3980  >  50508 [ACK] Seq=130677 Ack=28 Win=64240 Len=1460"
"153","2.531480","206.123.152.51","10.3.10.101","TCP","1172","3980  >  50508 [PSH, ACK] Seq=132137 Ack=28 Win=64240 Len=1118"
"154","2.531593","10.3.10.101","206.123.152.51","TCP","54","50508  >  3980 [ACK] Seq=28 Ack=133255 Win=65535 Len=0"
"155","2.532269","206.123.152.51","10.3.10.101","TCP","1514","3980  >  50508 [ACK] Seq=133255 Ack=28 Win=64240 Len=1460"
"156","2.532275","206.123.152.51","10.3.10.101","TCP","1514","3980  >  50508 [ACK] Seq=134715 Ack=28 Win=64240 Len=1460"
"157","2.532281","206.123.152.51","10.3.10.101","TCP","1514","3980  >  50508 [ACK] Seq=136175 Ack=28 Win=64240 Len=1460"
"158","2.532286","206.123.152.51","10.3.10.101","TCP","1058","3980  >  50508 [PSH, ACK] Seq=137635 Ack=28 Win=64240 Len=1004"
"159","2.532386","10.3.10.101","206.123.152.51","TCP","54","50508  >  3980 [ACK] Seq=28 Ack=138639 Win=65535 Len=0"
"160","2.538765","206.123.152.51","10.3.10.101","TCP","1514","3980  >  50508 [ACK] Seq=138639 Ack=28 Win=64240 Len=1460"
"161","2.538772","206.123.152.51","10.3.10.101","TCP","1514","3980  >  50508 [ACK] Seq=140099 Ack=28 Win=64240 Len=1460"
"162","2.538777","206.123.152.51","10.3.10.101","TCP","1172","3980  >  50508 [PSH, ACK] Seq=141559 Ack=28 Win=64240 Len=1118"
"163","2.538866","206.123.152.51","10.3.10.101","TCP","1514","3980  >  50508 [ACK] Seq=142677 Ack=28 Win=64240 Len=1460"
"164","2.538871","206.123.152.51","10.3.10.101","TCP","1514","3980  >  50508 [ACK] Seq=144137 Ack=28 Win=64240 Len=1460"
"165","2.538876","206.123.152.51","10.3.10.101","TCP","1172","3980  >  50508 [PSH, ACK] Seq=145597 Ack=28 Win=64240 Len=1118"
"166","2.538937","10.3.10.101","206.123.152.51","TCP","54","50508  >  3980 [ACK] Seq=28 Ack=142677 Win=65535 Len=0"
"167","2.539029","10.3.10.101","206.123.152.51","TCP","54","50508  >  3980 [ACK] Seq=28 Ack=146715 Win=65535 Len=0"
"168","2.663928","206.123.152.51","10.3.10.101","TCP","1514","3980  >  50508 [ACK] Seq=146715 Ack=28 Win=64240 Len=1460"
"169","2.663937","206.123.152.51","10.3.10.101","TCP","1514","3980  >  50508 [ACK] Seq=148175 Ack=28 Win=64240 Len=1460"
"170","2.663943","206.123.152.51","10.3.10.101","TCP","1172","3980  >  50508 [PSH, ACK] Seq=149635 Ack=28 Win=64240 Len=1118"
"171","2.664075","206.123.152.51","10.3.10.101","TCP","1514","3980  >  50508 [ACK] Seq=150753 Ack=28 Win=64240 Len=1460"
"172","2.664084","206.123.152.51","10.3.10.101","TCP","1514","3980  >  50508 [ACK] Seq=152213 Ack=28 Win=64240 Len=1460"
"173","2.664091","206.123.152.51","10.3.10.101","TCP","1172","3980  >  50508 [PSH, ACK] Seq=153673 Ack=28 Win=64240 Len=1118"
"174","2.664277","10.3.10.101","206.123.152.51","TCP","54","50508  >  3980 [ACK] Seq=28 Ack=154791 Win=65535 Len=0"
"175","2.674814","206.123.152.51","10.3.10.101","TCP","1514","3980  >  50508 [ACK] Seq=154791 Ack=28 Win=64240 Len=1460"
"176","2.674823","206.123.152.51","10.3.10.101","TCP","1514","3980  >  50508 [ACK] Seq=156251 Ack=28 Win=64240 Len=1460"
"177","2.674830","206.123.152.51","10.3.10.101","TCP","1172","3980  >  50508 [PSH, ACK] Seq=157711 Ack=28 Win=64240 Len=1118"
"178","2.674998","10.3.10.101","206.123.152.51","TCP","54","50508  >  3980 [ACK] Seq=28 Ack=158829 Win=65535 Len=0"
"179","2.675523","206.123.152.51","10.3.10.101","TCP","1400","3980  >  50508 [PSH, ACK] Seq=158829 Ack=28 Win=64240 Len=1346"
"180","2.675664","10.3.10.101","206.123.152.51","TCP","54","50508  >  3980 [ACK] Seq=28 Ack=160175 Win=64189 Len=0"
"181","2.689089","206.123.152.51","10.3.10.101","TCP","1514","3980  >  50508 [ACK] Seq=160175 Ack=28 Win=64240 Len=1460"
"182","2.689098","206.123.152.51","10.3.10.101","TCP","1514","3980  >  50508 [ACK] Seq=161635 Ack=28 Win=64240 Len=1460"
"183","2.689117","206.123.152.51","10.3.10.101","TCP","1172","3980  >  50508 [PSH, ACK] Seq=163095 Ack=28 Win=64240 Len=1118"
"184","2.689164","206.123.152.51","10.3.10.101","TCP","1514","3980  >  50508 [ACK] Seq=164213 Ack=28 Win=64240 Len=1460"
"185","2.689171","206.123.152.51","10.3.10.101","TCP","1514","3980  >  50508 [ACK] Seq=165673 Ack=28 Win=64240 Len=1460"
"186","2.689178","206.123.152.51","10.3.10.101","TCP","1514","3980  >  50508 [ACK] Seq=167133 Ack=28 Win=64240 Len=1460"
"187","2.689183","206.123.152.51","10.3.10.101","TCP","1514","3980  >  50508 [ACK] Seq=168593 Ack=28 Win=64240 Len=1460"
"188","2.689189","206.123.152.51","10.3.10.101","TCP","1514","3980  >  50508 [ACK] Seq=170053 Ack=28 Win=64240 Len=1460"
"189","2.689196","206.123.152.51","10.3.10.101","TCP","1514","3980  >  50508 [ACK] Seq=171513 Ack=28 Win=64240 Len=1460"
"190","2.689202","206.123.152.51","10.3.10.101","TCP","716","3980  >  50508 [PSH, ACK] Seq=172973 Ack=28 Win=64240 Len=662"
"191","2.689346","10.3.10.101","206.123.152.51","TCP","54","50508  >  3980 [ACK] Seq=28 Ack=173635 Win=65535 Len=0"
"192","2.690390","206.123.152.51","10.3.10.101","TCP","1514","3980  >  50508 [ACK] Seq=173635 Ack=28 Win=64240 Len=1460"
"193","2.690401","206.123.152.51","10.3.10.101","TCP","1514","3980  >  50508 [ACK] Seq=175095 Ack=28 Win=64240 Len=1460"
"194","2.690411","206.123.152.51","10.3.10.101","TCP","1172","3980  >  50508 [PSH, ACK] Seq=176555 Ack=28 Win=64240 Len=1118"
"195","2.690747","10.3.10.101","206.123.152.51","TCP","54","50508  >  3980 [ACK] Seq=28 Ack=177673 Win=65535 Len=0"
"196","2.691437","206.123.152.51","10.3.10.101","TCP","1514","3980  >  50508 [ACK] Seq=177673 Ack=28 Win=64240 Len=1460"
"197","2.691446","206.123.152.51","10.3.10.101","TCP","1514","3980  >  50508 [ACK] Seq=179133 Ack=28 Win=64240 Len=1460"
"198","2.691453","206.123.152.51","10.3.10.101","TCP","1514","3980  >  50508 [ACK] Seq=180593 Ack=28 Win=64240 Len=1460"
